filename,dot_count,white_pixel_percentage
1a.jpg,1,2.9767953224167516
1b.jpg,1,5.095700554713399
1c.jpg,1,7.924239143109394
1d.jpg,1,12.51020306175143
1e.jpg,1,15.186320401126085
2a.jpg,2,2.6711199213739567
2b.jpg,2,4.6800819576552115
2c.jpg,2,7.14963935300095
2d.jpg,2,11.877196781662807
2e.jpg,2,15.711049291199547
3a.jpg,3,2.8776798654028752
3b.jpg,3,3.96378537755493
3c.jpg,3,6.9322516699705155
3d.jpg,3,10.657826789492097
3e.jpg,3,15.090536556112674
4a.jpg,4,3.4540487414835668
4b.jpg,4,3.7797138145291598
4c.jpg,4,4.01042794556146
4d.jpg,4,4.640102613649614
4e.jpg,4,4.988256067698356
5a.jpg,5,3.3915810164748215
5b.jpg,5,3.63478869250887
5c.jpg,5,4.021255684562976
5d.jpg,5,4.315270443604137
5e.jpg,5,4.693408405657077
6a.jpg,6,3.1600339824424046
6b.jpg,6,3.5406706534956935
6c.jpg,6,3.8213589645349906
6d.jpg,6,4.24114207659376
6e.jpg,6,4.5276607086338725
